time;debit
21505043;9.84964
21505045;8.97512
21505046;8.88556
21505049;8.22703
21505052;8.88556
21505053;9.22272
21505055;10.0077
21505057;10.0182
21505062;11.1562
21505065;7.44206
21505068;8.72751
21505070;7.85298
21505072;7.30509
21505073;7.16285
21505079;7.91093
21505081;7.27875
21505083;9.37023
21505084;8.0163
21505123;6.83095
21505126;7.95835
21505127;8.58
21505134;7.80557
21505135;7.32616
21505142;9.98662
21505143;8.43776
21505144;6.83622
21505145;7.81084
21505146;6.87836
21505148;7.57904
21505149;9.06468
21505150;8.56946
21505153;7.93201
21505157;7.08382
21505158;7.76342
21505160;9.05414
21505163;7.37358
21505165;7.08909
21505171;7.47367
21505173;9.12263
21505174;11.8779
21505177;8.58527
21505178;7.37884
21505182;7.71601
21505188;8.89082
21505191;8.07425
21505192;6.87836
21505200;8.05844
21505203;8.26391
21505204;6.77827
21505231;7.16811
21505238;11.7725
21505241;10.2079
21505245;8.67483
21505247;7.09436
21505248;8.66956
21505254;7.17338
21505265;7.55796
21505279;8.00049
21505290;7.17338
21505297;6.75192
21505314;6.81514
21505324;7.95308
21505327;7.8003
21505337;7.14177
21505342;6.84675
21505345;6.79407
21505347;7.21553
21505348;8.61161
21505350;6.73085
21505351;6.81514
21505354;6.74666
21505360;7.05748
21505363;6.74139
21505365;9.14897
21505367;10.8401
21505370;6.73085
21505374;6.74666
21505384;7.03641
21505385;6.91524
21505387;8.0321
21505391;6.75192
21505403;6.82568
21505405;7.32616
21505408;7.29982
21505409;7.01534
21505410;7.19972
21505418;6.73085
21505424;6.81514
21505439;7.16811
21505452;6.80461
