YTR064;YTR063;YTR062;YTR061;YPR066;YPR064
24.625;23.391;23.244;23.379;2.212;0.994
24.471;23.481;23.359;23.456;2.218;1.028
24.297;23.507;23.443;23.501;2.215;1.066
23.982;23.565;23.488;23.539;2.218;1.089
23.7;23.578;23.546;23.565;2.212;1.115
23.115;23.565;23.558;23.552;2.207;1.12
22.865;23.546;23.539;23.52;2.202;1.107
22.563;23.269;23.462;23.244;2.197;1.082
22.537;23.025;23.257;22.987;2.199;1.053
22.582;22.858;23.012;22.813;2.189;1.015
22.755;22.743;22.807;22.723;2.184;0.979
22.993;22.697;22.717;22.704;2.184;0.945
23.269;22.743;22.685;22.781;2.179;0.912
23.828;23.025;22.929;23.006;2.179;0.853
24.04;23.044;22.993;23.038;2.192;0.843
24.195;23.064;23.025;23.057;2.194;0.848
24.227;23.109;23.044;23.077;2.202;0.871
24.214;23.237;23.154;23.224;2.205;0.925
24.111;23.314;23.231;23.257;2.207;0.951
23.995;23.366;23.282;23.359;2.21;0.984
23.816;23.417;23.34;23.411;2.207;1.015
23.642;23.462;23.411;23.43;2.205;1.046
23.52;23.475;23.449;23.462;2.202;1.064
23.244;23.481;23.462;23.462;2.197;1.069
23.263;23.469;23.456;23.443;2.192;1.061
23.314;23.391;23.443;23.372;2.194;1.043
23.501;23.327;23.334;23.314;2.189;0.994
23.751;23.301;23.295;23.276;2.192;0.981
23.88;23.276;23.276;23.263;2.189;0.966
24.085;23.282;23.25;23.276;2.192;0.966
24.124;23.346;23.282;23.334;2.197;0.981
24.072;23.366;23.321;23.353;2.197;1.002
23.989;23.404;23.359;23.391;2.199;1.017
23.841;23.443;23.398;23.424;2.202;1.035
23.725;23.469;23.417;23.449;2.205;1.051
23.584;23.481;23.443;23.462;2.199;1.066
23.224;23.481;23.469;23.462;2.194;1.074
23.109;23.443;23.462;23.417;2.189;1.069
23.057;23.404;23.43;23.391;2.187;1.046
22.987;23.359;23.391;23.34;2.187;1.025
22.961;23.327;23.321;23.25;2.184;1.004
22.897;23.141;23.16;23.122;2.181;0.956
22.884;23.083;23.109;23.096;2.179;0.94
22.877;23.044;23.038;23.032;2.176;0.904
22.858;23.032;23.019;23.025;2.174;0.876
22.807;23.012;23.006;23.006;2.171;0.85
22.781;22.999;22.993;22.98;2.176;0.848
22.749;22.987;22.967;22.967;2.174;0.843
22.736;22.948;22.955;22.935;2.176;0.845
22.697;22.91;22.91;22.897;2.174;0.845
22.672;22.82;22.813;22.826;2.171;0.863
22.697;22.852;22.807;22.852;2.174;0.868
22.691;22.858;22.839;22.852;2.174;0.871
22.672;22.852;22.833;22.845;2.171;0.871
22.62;22.807;22.788;22.794;2.169;0.876
22.537;22.755;22.743;22.749;2.169;0.889
22.428;22.691;22.697;22.678;2.169;0.891
22.306;22.614;22.627;22.614;2.169;0.897
22.254;22.569;22.601;22.569;2.174;0.899
22.145;22.453;22.486;22.447;2.171;0.904
22.049;22.325;22.37;22.325;2.171;0.902
21.991;22.196;22.229;22.216;2.166;0.897
21.978;22.164;22.19;22.184;2.169;0.894
21.907;22.107;22.113;22.113;2.161;0.876
21.894;22.081;22.094;22.081;2.163;0.858
21.907;22.049;22.074;22.055;2.161;0.853
21.92;22.055;22.042;22.061;2.156;0.845
21.901;22.068;22.055;22.074;2.156;0.827
21.843;22.036;22.049;22.042;2.158;0.812
21.837;22.023;22.023;22.029;2.189;0.799
21.869;22.004;21.991;22.016;2.171;0.768
21.894;22.016;21.991;22.029;2.166;0.776
21.901;22.029;22.01;22.042;2.166;0.768
21.933;22.042;22.023;22.055;2.161;0.75
21.972;22.055;22.036;22.068;2.163;0.745
22.132;22.1;22.061;22.113;2.166;0.766
22.338;22.235;22.145;22.235;2.158;0.748
22.402;22.293;22.203;22.325;2.163;0.742
22.466;22.421;22.306;22.421;2.169;0.755
22.453;22.55;22.498;22.569;2.163;0.76
22.383;22.614;22.531;22.627;2.158;0.737
22.216;22.582;22.595;22.595;2.163;0.75
22.023;22.428;22.498;22.402;2.161;0.753
21.888;22.254;22.306;22.241;2.158;0.737
21.843;22.171;22.241;22.171;2.161;0.753
21.824;22.113;22.158;22.126;2.163;0.76
21.753;22.016;22.036;22.016;2.158;0.753
21.734;21.972;21.991;21.978;2.161;0.755
21.695;21.92;21.914;21.933;2.163;0.784
21.682;21.888;21.894;21.901;2.166;0.796
21.657;21.843;21.862;21.862;2.163;0.817
21.637;21.805;21.798;21.817;2.166;0.822
21.631;21.798;21.798;21.817;2.163;0.817
21.625;21.792;21.772;21.811;2.158;0.732
21.612;21.772;21.76;21.785;2.151;0.735
21.612;21.785;21.772;21.798;2.158;0.706
21.618;21.785;21.772;21.805;2.156;0.709
21.599;21.766;21.76;21.785;2.158;0.719
21.599;21.766;21.753;21.785;2.158;0.722
21.593;21.76;21.74;21.779;2.151;0.724
21.586;21.753;21.747;21.766;2.158;0.712
21.58;21.747;21.734;21.76;2.158;0.717
21.573;21.747;21.734;21.76;2.153;0.719
21.58;21.74;21.734;21.76;2.151;0.737
21.586;21.753;21.734;21.766;2.205;0.727
21.58;21.747;21.734;21.76;2.158;0.699
21.586;21.74;21.734;21.766;2.156;0.701
21.58;21.747;21.74;21.766;2.153;0.699
21.58;21.753;21.747;21.766;2.156;0.709
21.586;21.753;21.74;21.766;2.151;0.712
21.586;21.753;21.747;21.772;2.148;0.714
21.593;21.747;21.74;21.766;2.151;0.717
21.58;21.747;21.747;21.772;2.156;0.701
21.586;21.747;21.74;21.766;2.156;0.709
21.586;21.747;21.74;21.766;2.153;0.704
21.637;22.126;22.196;22.113;2.174;0.712
21.625;21.972;22.177;21.997;2.146;0.732
21.612;21.907;21.959;21.914;2.143;0.753
21.605;21.862;21.907;21.869;2.153;0.76
21.599;21.824;21.837;21.85;2.158;0.776
21.593;21.785;21.792;21.811;2.194;0.784
21.593;21.772;21.772;21.792;2.192;0.771
21.593;21.805;21.792;21.83;2.161;0.742
21.586;21.792;21.785;21.805;2.153;0.688
21.593;21.805;21.805;21.824;2.184;0.701
21.586;21.811;21.792;21.824;2.158;0.709
21.586;21.811;21.805;21.824;2.181;0.706
21.586;21.792;21.779;21.811;2.148;0.712
21.586;21.753;21.74;21.772;2.148;0.722
21.586;21.747;21.74;21.76;2.146;0.719
21.856;21.76;21.74;21.785;2.151;0.732
22.087;21.837;21.753;21.862;2.153;0.73
22.743;22.113;21.946;22.01;2.156;0.735
23.102;22.376;22.119;22.453;2.158;0.737
23.385;22.697;22.389;22.762;2.156;0.732
23.526;22.826;22.704;22.833;2.166;0.742
23.738;23.006;22.82;22.98;2.171;0.781
23.816;23.089;22.974;23.077;2.176;0.843
23.854;23.173;23.07;23.167;2.176;0.881
23.854;23.224;23.154;23.218;2.179;0.92
23.828;23.34;23.282;23.314;2.179;0.987
23.796;23.353;23.321;23.34;2.184;1.002
23.738;23.372;23.334;23.353;2.179;1.007
23.655;23.391;23.353;23.379;2.184;1.02
23.475;23.404;23.379;23.398;2.181;1.03
23.591;23.417;23.404;23.411;2.176;1.046
23.854;23.417;23.391;23.398;2.179;1.03
23.546;23.449;23.411;23.43;2.179;1.046
23.263;23.456;23.43;23.443;2.179;1.053
23.032;23.436;23.424;23.411;2.174;1.053
22.935;23.391;23.411;23.353;2.171;1.04
22.877;23.257;23.334;23.257;2.169;1.035
22.762;23.147;23.237;23.128;2.171;1.028
22.672;23.057;23.135;23.044;2.169;1.02
22.441;22.884;22.987;22.871;2.166;0.987
22.286;22.749;22.788;22.736;2.163;0.953
22.094;22.575;22.653;22.563;2.161;0.938
21.901;22.325;22.441;22.318;2.158;0.917
21.875;22.293;22.299;22.286;2.156;0.904
21.779;22.107;22.261;22.126;2.161;0.894
21.747;22.029;22.1;22.036;2.153;0.886
21.721;21.927;21.959;21.939;2.153;0.873
21.727;21.907;21.914;21.907;2.156;0.868
21.83;21.894;21.875;21.907;2.153;0.863
21.869;21.927;21.888;21.939;2.156;0.868
21.907;21.965;21.927;21.978;2.158;0.876
21.965;22.004;21.946;22.023;2.158;0.881
22.023;22.081;22.023;22.1;2.153;0.868
22.036;22.113;22.068;22.139;2.151;0.866
22.061;22.152;22.107;22.158;2.153;0.868
22.1;22.171;22.145;22.177;2.158;0.876
22.119;22.203;22.164;22.209;2.146;0.84
22.152;22.222;22.19;22.229;2.14;0.807
22.184;22.248;22.209;22.267;2.151;0.807
22.196;22.286;22.241;22.306;2.153;0.814
22.196;22.306;22.28;22.325;2.146;0.799
22.184;22.338;22.299;22.351;2.138;0.768
22.132;22.351;22.331;22.344;2.148;0.789
22.107;22.306;22.306;22.299;2.143;0.773
22.119;22.274;22.286;22.286;2.146;0.778
22.152;22.261;22.261;22.261;2.148;0.796
22.196;22.261;22.248;22.274;2.151;0.807
22.28;22.325;22.28;22.331;2.146;0.791
22.286;22.434;22.402;22.447;2.148;0.822
22.216;22.447;22.415;22.441;2.146;0.819
22.177;22.415;22.434;22.421;2.151;0.835
22.139;22.357;22.363;22.357;2.148;0.837
22.126;22.318;22.344;22.325;2.143;0.83
22.132;22.299;22.318;22.312;2.148;0.835
22.164;22.293;22.274;22.299;2.146;0.819
22.132;22.306;22.299;22.318;2.148;0.835
22.049;22.267;22.28;22.274;2.148;0.861
22.01;22.241;22.254;22.241;2.146;0.85
21.997;22.222;22.222;22.222;2.151;0.843
21.965;22.19;22.203;22.203;2.151;0.853
21.984;22.119;22.126;22.132;2.14;0.827
22.042;22.132;22.107;22.145;2.143;0.843
22.055;22.158;22.126;22.164;2.14;0.832
22.061;22.177;22.139;22.196;2.146;0.84
22.055;22.19;22.164;22.209;2.148;0.853
22.004;22.203;22.177;22.209;2.143;0.837
21.965;22.19;22.19;22.196;2.146;0.835
21.952;22.158;22.171;22.158;2.148;0.85
21.939;22.145;22.152;22.139;2.146;0.845
21.92;22.113;22.119;22.126;2.143;0.827
21.92;22.068;22.068;22.081;2.143;0.835
21.92;22.074;22.061;22.081;2.146;0.819
21.927;22.087;22.074;22.094;2.138;0.835
21.927;22.094;22.081;22.107;2.199;0.807
21.914;22.087;22.087;22.1;2.133;0.778
21.894;22.055;22.061;22.068;2.156;0.773
21.888;22.055;22.042;22.068;2.151;0.748
21.869;22.049;22.049;22.061;2.156;0.76
21.83;22.01;22.023;22.029;2.153;0.755
21.805;21.997;21.991;22.004;2.156;0.781
21.798;21.984;21.978;21.991;2.146;0.755
21.792;21.959;21.959;21.972;2.156;0.768
21.824;21.959;21.946;21.972;2.148;0.75
21.843;21.978;21.959;21.997;2.153;0.784
21.85;21.991;21.965;22.004;2.148;0.753
21.856;22.004;21.991;22.016;2.156;0.766
21.837;22.004;21.997;22.016;2.153;0.755
21.785;21.965;21.972;21.978;2.153;0.771
21.772;21.965;21.965;21.972;2.146;0.758
21.747;21.946;21.952;21.965;2.151;0.755
21.708;21.92;21.927;21.927;2.151;0.768
21.695;21.907;21.914;21.914;2.146;0.755
21.663;21.869;21.869;21.869;2.151;0.768
21.625;21.824;21.817;21.83;2.153;0.714
21.605;21.792;21.805;21.811;2.156;0.742
21.586;21.753;21.76;21.772;2.156;0.735
21.58;21.74;21.74;21.753;2.153;0.709
21.586;21.753;21.74;21.766;2.153;0.709
21.593;21.753;21.74;21.766;2.151;0.714
21.586;21.747;21.747;21.766;2.151;0.717
21.573;21.74;21.734;21.753;2.148;0.717
21.567;21.734;21.727;21.753;2.146;0.719
21.573;21.74;21.727;21.747;2.146;0.722
21.573;21.727;21.721;21.747;2.14;0.73
21.567;21.74;21.734;21.747;2.148;0.699
21.58;21.74;21.734;21.747;2.148;0.704
21.573;21.74;21.727;21.753;2.148;0.706
21.573;21.734;21.727;21.753;2.148;0.709
21.567;21.734;21.721;21.747;2.146;0.722
21.567;21.727;21.715;21.747;2.146;0.724
21.567;21.727;21.721;21.747;2.148;0.696
21.567;21.734;21.727;21.753;2.158;0.699
21.573;21.734;21.721;21.747;2.146;0.706
21.573;21.785;21.766;21.811;2.22;0.717
21.554;21.875;21.785;21.907;2.007;0.714
21.586;22.036;21.85;22.042;2.212;0.699
21.676;22.049;22.036;22.061;2.107;0.681
21.644;22.01;22.055;22.023;2.13;0.663
21.593;22.042;22.049;22.061;2.225;0.647
21.599;21.984;22.023;21.946;2.117;0.668
21.586;21.972;21.965;21.92;2.218;0.663
21.593;21.894;21.972;21.862;2.194;0.67
21.58;21.901;21.914;21.914;2.189;0.676
21.573;21.92;21.888;21.933;2.174;0.701
21.586;21.862;21.894;21.875;2.128;0.722
21.573;21.85;21.856;21.856;2.218;0.712
21.599;21.862;21.83;21.882;2.256;0.686
21.599;21.907;21.843;21.914;2.181;0.686
21.605;21.939;21.946;21.991;2.163;0.84
21.599;21.959;21.952;21.946;2.212;0.688
21.593;21.914;21.952;21.927;2.176;0.773
21.586;21.888;21.901;21.92;2.215;0.65
21.58;21.888;21.894;21.894;2.205;0.76
21.586;21.792;21.785;21.811;2.179;0.907
21.58;21.798;21.785;21.817;2.21;0.899
21.586;21.747;21.74;21.76;2.148;0.722
21.618;21.785;21.734;21.843;2.397;0.665
21.625;21.824;21.811;21.824;2.238;0.323
21.637;21.798;21.785;21.798;2.246;0.316
21.747;21.772;21.76;21.779;2.343;0.305
21.76;21.779;21.753;21.785;2.372;0.303
22.042;21.785;21.766;21.798;2.359;0.308
22.158;21.805;21.779;21.811;2.32;0.313
22.19;21.824;21.792;21.83;2.392;0.321
22.222;21.83;21.805;21.85;2.313;0.323
22.203;21.856;21.83;21.869;2.346;0.331
22.177;21.875;21.843;21.882;2.253;0.336
22.164;21.888;21.869;21.894;2.305;0.349
22.19;21.882;21.869;21.888;2.346;0.347
22.222;21.875;21.862;21.888;2.271;0.344
22.274;21.869;21.856;21.875;2.361;0.341
22.389;21.862;21.843;21.875;2.302;0.339
22.453;21.856;21.843;21.869;2.325;0.336
22.524;21.85;21.837;21.862;2.395;0.331
22.858;21.862;21.843;21.882;2.338;0.339
22.942;21.869;21.843;21.894;2.264;0.341
23.192;21.894;21.869;21.914;2.269;0.349
23.308;21.907;21.875;21.939;2.349;0.354
23.501;21.946;21.914;21.965;2.269;0.365
23.591;21.965;21.927;21.978;2.349;0.37
23.674;21.978;21.952;21.991;2.284;0.375
23.854;22.004;21.965;22.016;2.305;0.385
23.938;22.016;21.978;22.042;2.251;0.395
24.027;22.042;22.01;22.055;2.315;0.401
24.105;22.068;22.029;22.081;2.323;0.411
24.156;22.081;22.042;22.1;2.269;0.416
24.201;22.094;22.068;22.113;2.328;0.426
24.252;22.107;22.081;22.126;2.269;0.431
24.291;22.126;22.094;22.139;2.287;0.437
24.304;22.1;22.107;22.113;2.323;0.442
24.317;21.978;22.068;21.997;2.266;0.411
24.317;21.811;21.85;21.83;2.307;0.336
24.304;21.83;21.785;21.869;2.271;0.316
24.272;21.882;21.824;21.901;2.305;0.331
24.182;21.882;21.869;21.894;2.295;0.347
24.156;21.805;21.85;21.843;2.297;0.344
24.085;21.76;21.792;21.772;2.274;0.313
24.034;21.708;21.747;21.727;2.32;0.295
23.989;21.663;21.695;21.689;2.274;0.272
23.918;21.625;21.65;21.65;2.256;0.262
23.873;21.612;21.605;21.644;2.297;0.249
23.848;21.625;21.593;21.657;2.256;0.244
23.713;21.65;21.631;21.676;2.295;0.254
23.687;21.657;21.631;21.682;2.251;0.257
23.603;21.676;21.644;21.708;2.31;0.262
23.558;21.721;21.663;21.727;2.274;0.27
23.514;21.734;21.702;21.76;2.264;0.285
23.469;21.766;21.715;21.779;2.307;0.29
23.43;21.779;21.753;21.811;2.274;0.298
23.212;21.811;21.785;21.83;2.284;0.316
23.173;21.798;21.792;21.817;2.297;0.318
23.083;21.792;21.779;21.811;2.266;0.313
22.955;21.766;21.766;21.779;2.259;0.305
22.871;21.747;21.74;21.772;2.289;0.298
22.826;21.74;21.734;21.76;2.284;0.295
22.73;21.715;21.715;21.74;2.253;0.29
22.685;21.702;21.702;21.727;2.261;0.282
22.64;21.689;21.689;21.715;2.271;0.277
22.601;21.676;21.676;21.702;2.261;0.272
22.556;21.663;21.663;21.695;2.318;0.267
22.511;21.65;21.65;21.67;2.253;0.262
22.473;21.644;21.637;21.657;2.289;0.262
22.428;21.631;21.625;21.644;2.323;0.257
22.306;21.605;21.599;21.618;2.305;0.246
22.261;21.593;21.593;21.605;2.302;0.241
22.209;21.56;21.56;21.586;2.266;0.231
22.119;21.541;21.548;21.56;2.277;0.221
22.087;21.535;21.528;21.548;2.397;0.216
22.068;21.522;21.515;21.541;2.266;0.213
21.972;21.509;21.496;21.515;2.372;0.208
21.888;21.483;21.471;21.496;2.295;0.198
21.869;21.471;21.458;21.49;2.387;0.195
21.914;21.458;21.432;21.471;2.259;0.185
21.92;21.464;21.438;21.477;2.271;0.187
22.004;21.483;21.458;21.503;2.325;0.195
22.029;21.496;21.471;21.503;2.305;0.198
22.094;21.515;21.483;21.522;2.282;0.203
22.145;21.522;21.496;21.535;2.264;0.208
22.196;21.535;21.509;21.548;2.349;0.213
22.209;21.541;21.515;21.554;2.3;0.216
22.241;21.554;21.528;21.567;2.261;0.218
22.312;21.567;21.535;21.58;2.279;0.223
22.537;21.612;21.599;21.631;2.253;0.244
22.55;21.618;21.599;21.637;2.279;0.246
22.601;21.67;21.644;21.682;2.343;0.262
22.434;21.65;21.644;21.676;2.315;0.262
22.37;21.631;21.625;21.644;2.287;0.249
22.261;21.593;21.586;21.612;2.282;0.241
22.241;21.586;21.56;21.599;2.302;0.231
22.241;21.567;21.548;21.586;2.333;0.226
22.318;21.535;21.554;21.548;2.31;0.226
22.325;21.483;21.477;21.496;2.284;0.203
22.363;21.695;21.695;21.715;2.253;0.28
22.357;21.715;21.676;21.727;2.264;0.275
22.357;21.792;21.753;21.805;2.307;0.305
22.338;21.792;21.76;21.805;2.287;0.305
22.331;21.811;21.772;21.83;2.3;0.311
22.325;21.843;21.824;21.856;2.271;0.329
22.318;21.837;21.83;21.85;2.269;0.331
22.203;21.824;21.824;21.843;2.256;0.329
22.164;21.811;21.811;21.824;2.271;0.326
22.152;21.824;21.798;21.83;2.341;0.321
22.145;21.811;21.805;21.824;2.269;0.321
22.113;21.792;21.792;21.811;2.313;0.318
22.107;21.798;21.779;21.817;2.248;0.313
22.081;21.785;21.785;21.805;2.269;0.313
22.068;21.792;21.772;21.805;2.279;0.308
22.061;21.798;21.779;21.811;2.274;0.311
22.068;21.798;21.785;21.817;2.31;0.316
22.074;21.798;21.785;21.811;2.372;0.313
22.081;21.785;21.779;21.798;2.289;0.311
22.094;21.76;21.785;21.753;2.269;0.311
22.087;21.689;21.74;21.708;2.259;0.29
22.094;21.644;21.689;21.663;2.392;0.272
22.094;21.535;21.528;21.554;2.367;0.218
22.145;21.548;21.522;21.56;2.32;0.216
22.171;21.541;21.522;21.554;2.346;0.216
22.177;21.535;21.522;21.548;2.292;0.218
22.274;21.541;21.522;21.56;2.271;0.216
22.299;21.567;21.554;21.58;2.282;0.226
22.306;21.573;21.548;21.586;2.338;0.226
22.344;21.573;21.554;21.586;2.338;0.226
22.351;21.573;21.554;21.593;2.284;0.228
22.396;21.593;21.567;21.605;2.318;0.234
22.55;21.618;21.593;21.625;2.3;0.241
23.488;21.85;21.85;21.869;2.297;0.339
23.43;21.843;21.83;21.856;2.289;0.334
23.359;21.83;21.817;21.85;2.295;0.329
23.346;21.824;21.811;21.837;2.259;0.323
23.301;21.798;21.798;21.824;2.287;0.318
23.257;21.779;21.772;21.805;2.256;0.313
23.25;21.772;21.766;21.792;2.289;0.308
23.192;21.747;21.734;21.766;2.325;0.295
23.179;21.727;21.721;21.753;2.256;0.29
23.173;21.721;21.708;21.74;2.315;0.282
23.032;21.695;21.682;21.715;2.279;0.277
23.025;21.695;21.676;21.715;2.289;0.272
22.993;21.689;21.67;21.702;2.277;0.272
22.993;21.682;21.67;21.708;2.287;0.267
23.012;21.689;21.663;21.708;2.287;0.27
23.025;21.695;21.663;21.702;2.323;0.27
22.993;21.702;21.682;21.715;2.277;0.277
22.967;21.734;21.67;21.74;2.336;0.27
22.955;21.85;21.747;21.862;2.305;0.295
22.942;21.901;21.817;21.92;2.274;0.331
22.929;21.946;21.875;21.959;2.313;0.359
22.897;21.875;21.901;21.875;2.384;0.357
22.871;21.843;21.856;21.856;2.31;0.339
22.858;21.862;21.817;21.888;2.361;0.331
22.839;21.882;21.85;21.901;2.297;0.344
22.813;21.862;21.869;21.869;2.364;0.349
22.8;21.837;21.843;21.856;2.282;0.336
22.723;21.843;21.837;21.85;2.287;0.334
22.665;21.817;21.805;21.824;2.367;0.323
22.64;21.798;21.792;21.811;2.387;0.321
22.569;21.772;21.772;21.785;2.313;0.308
22.543;21.76;21.74;21.772;2.264;0.298
22.492;21.753;21.727;21.76;2.261;0.29
22.447;21.74;21.721;21.753;2.302;0.29
22.434;21.74;21.715;21.747;2.259;0.287
22.434;21.747;21.715;21.76;2.31;0.29
22.441;21.74;21.727;21.747;2.287;0.293
22.524;21.766;21.74;21.779;2.323;0.298
22.537;21.779;21.747;21.785;2.269;0.3
22.55;21.766;21.76;21.779;2.289;0.303
22.582;21.76;21.74;21.779;2.333;0.298
22.659;21.785;21.76;21.798;2.289;0.305
22.697;21.772;21.766;21.785;2.297;0.308
22.743;21.785;21.76;21.805;2.32;0.305
22.839;21.785;21.779;21.798;2.328;0.311
22.877;21.798;21.772;21.811;2.395;0.308
22.922;21.811;21.785;21.817;2.343;0.313
22.967;21.805;21.792;21.817;2.333;0.318
23.083;21.817;21.798;21.83;2.279;0.321
23.167;21.85;21.824;21.862;2.3;0.329
23.122;21.85;21.83;21.862;2.259;0.334
23.109;21.843;21.837;21.856;2.289;0.334
23.096;21.837;21.824;21.85;2.297;0.329
23.077;21.83;21.811;21.843;2.259;0.323
23.051;21.798;21.772;21.811;2.295;0.308
23.096;21.805;21.785;21.817;2.292;0.316
23.102;21.805;21.785;21.824;2.284;0.316
23.102;21.811;21.785;21.817;2.292;0.313
23.109;21.753;21.76;21.747;2.331;0.3
23.102;21.721;21.747;21.74;2.325;0.285
23.102;21.734;21.708;21.753;2.333;0.285
23.096;21.708;21.715;21.727;2.264;0.29
23.096;21.65;21.663;21.663;2.292;0.272
23.089;21.612;21.65;21.637;2.261;0.257
23.089;21.567;21.586;21.593;2.325;0.244
23.077;21.548;21.567;21.554;2.256;0.228
23.07;21.471;21.528;21.503;2.32;0.21
23.07;21.425;21.471;21.458;2.297;0.195
23.064;21.406;21.406;21.419;2.31;0.18
23.051;21.38;21.38;21.406;2.346;0.164
23.038;21.374;21.368;21.393;2.302;0.159
23.025;21.38;21.355;21.406;2.305;0.159
22.916;21.38;21.374;21.406;2.284;0.164
22.685;21.368;21.355;21.393;2.302;0.159
22.434;21.361;21.348;21.38;2.295;0.156
22.447;21.361;21.348;21.38;2.341;0.156
23.006;21.38;21.361;21.393;2.292;0.162
23.019;21.387;21.361;21.406;2.282;0.159
23.154;21.387;21.368;21.413;2.31;0.162
23.212;21.38;21.374;21.406;2.287;0.164
23.128;21.38;21.368;21.4;2.305;0.162
23.109;21.374;21.361;21.387;2.292;0.159
22.781;21.361;21.342;21.38;2.3;0.154
22.633;21.348;21.329;21.374;2.328;0.151
22.704;21.355;21.335;21.38;2.284;0.151
22.743;21.361;21.335;21.38;2.295;0.151
22.704;21.368;21.335;21.38;2.287;0.151
22.691;21.361;21.342;21.38;2.289;0.154
22.646;21.355;21.329;21.38;2.289;0.154
22.781;21.355;21.335;21.374;2.323;0.154
23.077;21.368;21.348;21.387;2.302;0.154
23.25;21.419;21.361;21.432;2.274;0.162
23.263;21.438;21.393;21.464;2.302;0.174
23.276;21.471;21.425;21.483;2.295;0.187
23.334;21.515;21.503;21.548;2.266;0.208
23.34;21.471;21.464;21.49;2.292;0.195
23.334;21.464;21.445;21.483;2.297;0.19
23.321;21.471;21.445;21.477;2.287;0.192
23.301;21.477;21.451;21.49;2.277;0.187
23.263;21.471;21.458;21.49;2.284;0.195
23.173;21.445;21.419;21.458;2.295;0.182
23.16;21.432;21.425;21.451;2.279;0.18
23.128;21.458;21.425;21.477;2.307;0.182
23.122;21.425;21.425;21.438;2.277;0.185
23.115;21.374;21.374;21.393;2.287;0.162
23.109;21.361;21.355;21.38;2.277;0.156
23.096;21.361;21.335;21.38;2.282;0.151
23.077;21.355;21.348;21.374;2.266;0.154
23.07;21.361;21.335;21.38;2.307;0.151
22.826;21.348;21.335;21.368;2.307;0.151
22.781;21.355;21.329;21.38;2.32;0.149
22.749;21.348;21.335;21.368;2.313;0.151
22.653;21.342;21.323;21.361;2.315;0.144
22.646;21.335;21.323;21.355;2.274;0.149
22.614;21.342;21.316;21.361;2.343;0.146
22.717;21.342;21.323;21.361;2.287;0.146
23.244;21.374;21.355;21.4;2.336;0.159
23.231;21.368;21.355;21.393;2.284;0.159
23.199;21.361;21.348;21.38;2.289;0.154
23.032;21.361;21.342;21.374;2.274;0.154
22.595;21.335;21.316;21.355;2.32;0.146
22.608;21.335;21.323;21.361;2.284;0.146
22.633;21.335;21.316;21.348;2.328;0.146
22.685;21.342;21.316;21.355;2.279;0.144
22.775;21.361;21.335;21.38;2.315;0.149
23.301;21.393;21.368;21.413;2.282;0.162
23.282;21.387;21.368;21.4;2.346;0.162
23.276;21.38;21.361;21.4;2.346;0.162
22.974;21.361;21.335;21.38;2.274;0.154
22.987;21.368;21.342;21.387;2.269;0.151
23.025;21.368;21.348;21.387;2.289;0.154
23.006;21.361;21.348;21.38;2.295;0.156
22.961;21.355;21.342;21.38;2.279;0.154
22.865;21.348;21.335;21.368;2.336;0.151
22.743;21.335;21.316;21.361;2.325;0.146
22.743;21.31;21.284;21.323;2.269;0.133
22.884;21.31;21.284;21.329;2.297;0.133
23.115;21.316;21.297;21.335;2.259;0.136
23.282;21.316;21.297;21.329;2.361;0.138
23.154;21.316;21.297;21.335;2.331;0.138
23.077;21.303;21.291;21.323;2.256;0.138
23.051;21.342;21.297;21.374;2.259;0.136
23.012;21.4;21.355;21.413;2.3;0.159
22.974;21.432;21.38;21.451;2.328;0.167
22.897;21.4;21.4;21.419;2.459;0.174
22.871;21.387;21.387;21.4;2.325;0.169
22.852;21.4;21.361;21.413;2.259;0.162
22.839;21.374;21.374;21.4;2.3;0.164
22.813;21.361;21.348;21.38;2.315;0.154
22.8;21.335;21.335;21.355;2.212;0.156
22.788;21.355;21.335;21.374;2.338;0.149
22.762;21.342;21.329;21.361;2.31;0.151
22.749;21.342;21.323;21.355;2.197;0.149
22.717;21.361;21.335;21.38;2.233;0.151
22.717;21.38;21.335;21.393;2.325;0.154
22.71;21.38;21.355;21.393;2.343;0.164
22.71;21.368;21.348;21.38;2.325;0.156
22.71;21.361;21.335;21.38;2.295;0.151
22.723;21.368;21.342;21.374;2.318;0.154
22.743;21.355;21.335;21.374;2.351;0.151
22.755;21.387;21.348;21.4;2.444;0.156
22.743;21.368;21.361;21.393;2.205;0.162
22.762;21.38;21.355;21.4;2.351;0.159
22.775;21.387;21.368;21.4;2.243;0.159
22.788;21.368;21.368;21.387;2.328;0.164
22.833;21.368;21.355;21.387;2.336;0.162
22.852;21.387;21.342;21.406;2.346;0.154
22.858;21.38;21.368;21.393;2.241;0.162
22.877;21.38;21.361;21.393;2.359;0.159
22.89;21.393;21.361;21.406;2.246;0.156
22.91;21.4;21.374;21.413;2.179;0.164
22.929;21.393;21.38;21.406;2.218;0.167
22.935;21.387;21.374;21.406;2.433;0.167
22.967;21.38;21.361;21.387;2.361;0.162
22.967;21.387;21.361;21.4;2.279;0.159
23.051;21.406;21.361;21.419;2.323;0.162
23.064;21.393;21.38;21.425;2.274;0.169
23.089;21.419;21.387;21.432;2.413;0.164
23.109;21.4;21.4;21.419;2.228;0.172
23.154;21.38;21.38;21.406;2.23;0.167
23.244;21.342;21.335;21.361;2.218;0.151
22.813;21.291;21.278;21.303;2.21;0.131
